,en,de,original_de
0,A warmly dressed woman in black kneels with a small tan dog near a crowd of onlookers., Ein gut gekleidete Person in schwarzer Kleidung kniet mit dem Rücken in der Nähe einer kleinen braunen Jacke vor Zuschauern . ,Eine warm gekleidete Frau in Schwarz kniet mit einem kleinen hellbraunen Hund bei einer Zuschauermenge.
0,Two men are setting up some electronic equpitment, Zwei Männer bauen einen  . ,Zwei Männer bauen irgendwelche elektronischen Geräte auf
0,A woman carrying a Trader Joe's grocery bag has fallen asleep on the train., Eine Frau in   Tasche hat in einem  Zug im Zug . ,"Eine Frau, die eine Einkaufstasche von Trader Joe's trägt, ist in der U-Bahn eingeschlafen."
0,A bicyclist is doing a trick in midair., Ein Radfahrer macht einen Trick in der Luft . ,Ein Radfahrer vollführt ein Kunststück in der Luft.
0,A young man in a green sweatshirt reads a newspaper on the beach., Ein junger Mann in einem grünen Sweatshirt liest Zeitung am Strand . ,Ein junger Mann in einem grünen Sweatshirt liest eine Zeitung am Strand.
0,A man in a green jacket is smiling., Ein Mann in einer grünen Jacke lächelt . ,Ein Mann in einer grünen Jacke lächelt.
0,A man is climbing a steep rock wall with a safety harness on, Ein Mann klettert eine steilen  mit Geschirr auf einem  . ,Ein Mann klettert mit angelegtem Auffanggurt eine steile Felswand hinauf
0,A young man rides a self built bicycle across the street., Ein junger Mann fährt ein  über die Straße . ,Ein junger Mann fährt auf einem selbstgebauten Fahrrad über die Straße.
0,Two brown dogs wrestle on the grassy hill., Zwei braune Hunde ringen auf dem grasbewachsenen Hügel . ,Zwei braune Hunde ringen miteinander auf dem grasbewachsenen Hügel.
0,Person in a long red coat walking in front of a building., Eine Person in einem langen roten Mantel geht vor einem Gebäude vorbei . ,Person in einem langen roten Mantel geht vor einem Gebäude.
0,A foreign woman is sitting with a lot of colorful fabric., Eine  Frau sitzt mit vielen bunten Stoff . ,Da sitzt eine ausländische Frau mit sehr viel buntem Stoff.
0,Two boys inside a fence jump in the air while holding a basketball., Zwei Jungen in einem Zaun springen in die Luft und hält dabei einen Basketball . ,Zwei Männer innerhalb eines Zaunes springen in die Luft und halten dabei einen Basketball.
0,A man wearing glasses at the microphone is looking down at some paper in his hand., Ein Mann mit Brille schaut in ein Mikrofon an und blickt auf seine Hand in die Hand . ,Ein Mann mit Brille am Mikrofon blickt auf irgendein Schriftstück hinunter.
0,A child with a green shirt is holding a red ball against its mouth., Ein Kind mit einem grünen Oberteil hält einen roten Ball an seinem Maul . ,Ein Kind mit einer grünen Bluse hält einen roten Ball an seinen Mund.
0,A man with a tattoo on his arm cooking something in a frying pan.," Ein Mann mit einer Tätowierung auf dem Arm , der etwas in einer Küche kocht etwas kocht . ",Ein Mann mit einer Tätowierung am Arm bereitet etwas in einer Bratpfanne zu.
0,A band of four playing a gig., Eine Band spielt vor einer Band . ,Eine vierköpfige Band hat einen Auftritt.
0,A group of young Asian men walking in a marathon., Eine Gruppe junger asiatischer Männer geht bei einem Marathon mit . ,Eine Gruppe junger asiatischer Männer läuft bei einem Marathon.
0,A man pulling items on a cart., Ein Mann zieht einen Wagen an einem Wagen . ,Ein Mann zieht Gegenstände auf einem Wagen.
0,Three large dogs enjoy a romp in the snow., Drei große Hunde genießen einen  im Schnee . ,Drei große Hunde genießen das Tollen im Schnee.
0,A bird flies across the water., Ein Vogel fliegt über Wasser . ,Ein Vogel fliegt über das Wasser.
0,A group of parents are sitting at an outdoor assembly., Eine Gruppe Eltern sitzt in einem  . ,Eine Gruppe von Eltern sitzt bei einer Versammlung im Freien.
0,A yellow car speeds along a snowy field., Ein gelbes Auto fährt mit fährt über eine verschneiten Feld . ,Ein gelbes Auto saust über ein schneebedecktes Feld.
0,A group of kids sat around and played their instruments., Eine Gruppe Kinder sitzt um ihren Instrumenten herum und spielt Instrumente . ,Eine Gruppe von Kindern saß herum und spielte auf ihren Instrumenten.
0,Group of adults sitting around table listening to presentation, Eine Gruppe von Erwachsenen sitzt im hält eine Präsentation . ,Gruppe von Erwachsenen sitzt um einen Tisch und hört sich eine Präsentation an
0,A woman dressed in a green shirt reads off of a projector to her class., Eine Frau in einem grünen Oberteil liest sich von einer Konferenz vor ihrer  ihrer Klasse . ,Eine Frau in einem grünen Shirt liest vor ihrer Klasse etwas von einem Projektor ab.
0,Young people are engaged in a game., Junge Leute spielen ein Spiel . ,Junge Menschen sind mit einem Spiel beschäftigt.
0,Ballplayers in blue and white uniforms are on the field playing baseball.,  in blauen Uniformen und Trikots spielen auf dem Baseball . ,Ballspieler in blau-weißer Spielkleidung befinden sich auf dem Spielfeld und spielen Baseball.
0,A woman and two boys looking at an information station., Eine Frau und zwei Jungen schauen an einem   . ,Eine Frau und zwei Jungen blicken auf einen Informationsstand.
0,A group of people running a charity marathon., Eine Gruppe von Menschen läuft bei einem Marathon mit Marathon . ,Eine Gruppe von Menschen läuft bei einem Wohltätigkeitsmarathon.
0,Two women are standing with ski poles in deep snow., Zwei Frauen stehen mit Skiern im Schnee . ,Zwei Frauen stehen mit Skistöcken im Tiefschnee.
0,"People are all standing together in front of a statue of an animal, and they are all wearing cool-weather clothing."," Menschen stehen zusammen vor einer  , die ein Tier tragen , und alle in Kostümen tragen . ",Menschen stehen zusammen vor einer Tierstatue und sind alle für kühles Wetter gekleidet.
0,A young skier looks at the camera., Ein junger Skifahrer blickt in die Kamera . ,Ein junger Skifahrer blickt in die Kamera.
0,Two young girls dressed in pink pajamas sit on the floor in front of large windows playing house., Zwei kleine Mädchen in einem rosafarbenen Schlafanzug sitzen auf dem Boden vor einem großen Fenster und spielen  . ,Zwei kleine Mädchen in rosafarbenen Schlafanzügen sitzen auf dem Boden vor großen Fenstern und spielen Vater-Mutter-Kind.
0,A woman and child riding camels near the ocean., Eine Frau und ein Kind fahren mit  neben dem Meer . ,Eine Frau und ein Kind reiten auf Kamelen am Meer.
0,A man is smiling with one hand on his forehead at a crowded bar., Ein Mann lächelt mit einer Hand an die Hand einer Hand auf die Stirn . ,Ein Mann in einer überfüllten Bar lächelt mit einer Hand an seiner Stirn.
0,The street is crowded with many people with coats on., Die Straße mit vielen Menschen mit vielen Menschen in Mänteln . ,"Die Straße ist voller Menschen, die Jacken tragen."
0,"Two men in a foreign country smiling, one standing and one sitting with his legs crossed.", Zwei Männer in einem fremden Land stehen und einer steht mit Beinen und sitzen mit Beinen . ,"Zwei Männer in einem fremden Land lächeln, wobei einer von ihnen steht und einer mit übereinandergeschlagenen Beinen sitzt."
0,A little brown dog is running on the grass., Ein kleiner brauner Hund rennt auf dem Gras . ,Ein kleiner brauner Hund rennt durch das Gras.
0,A nighttime street scene of a restaurant., Eine nachts eine Straße aus einem Restaurant . ,Eine nächtliche Straßenansicht mit einem Restaurant.
0,A snowboarder is doing a trick., Ein Snowboarder macht ein Kunststück . ,Ein Snowboarder vollführt ein Kunststück.
0,Asian woman in postal delivery uniform is pushing a large pile of packages., Eine asiatische Frau voller  schiebt einen großen  großen  . ,Asiatin in Postbotenuniform schiebt einen großen Paketstapel.
0,A woman in a blue shirt is riding a bicycle., Eine Frau in einem blauen Oberteil fährt Fahrrad . ,Eine Frau in einem blauen Hemd fährt auf einem Fahrrad.
0,A woman in a white tennis outfit is jumping up to hit the ball.," Eine Frau in einem weißen Outfit springt hoch , um den Ball zu schlagen . ","Eine Frau in weißer Tenniskleidung springt hoch, um den Ball zu schlagen."
0,A young woman practices a string instrument indoors., Eine junge Frau übt an einem  Instrument . ,Eine junge Frau spielt ein Saiteninstrument im Haus.
0,A bride and groom are taking pictures while two men stand nearby., Braut und Bräutigam und ein Bräutigam machen Fotos während zwei Männer in der Nähe stehen . ,"Eine Braut und ein Bräutigam machen Fotos, während in der Nähe zwei Männer stehen."
0,A woman holding a white and black dog., Eine Frau hält einen weißen Hund und einen schwarzen Hund . ,Eine Frau hält einen weiß-schwarzen Hund.
0,A boy in a red shirt trying to play a guitar.," Ein Junge in einem roten Hemd versucht , Gitarre zu spielen . ","Ein Junge in einem roten T-Shirt versucht, Gitarre zu spielen."
0,A young clerk looking for new emails from clients., Ein   von  ab . ,"Eine junge Sekretärin überprüft, ob sie neue E-Mails von Kunden erhalten hat."
0,"Three older women in a living room, decorated for Christmas, a ""VAIO"" notebook is the center of attention."," Drei ältere Frauen in einem Wohnzimmer ,  für ein  „  “ steht in der Hand . ","Drei ältere Frauen in einem weihnachtlich geschmückten Wohnzimmer, im Zentrum der Aufmerksamkeit steht ein VAIO-Notebook."
0,A white fluffy dog is jumping and catching a toy., Ein weißer flauschiger Hund springt und fängt ein Spielzeug . ,Ein flauschiger weißer Hund springt hoch und fängt ein Spielzeug.
0,A matador in a colorful outfit is riding a bull, Ein  auf einem bunten Outfit fährt einen bunten Bullen . ,Ein bunt gekleideter Matador reitet auf einem Stier
0,Children bathe in water from large drums., Kinder spielen im großen Wasser von Schlagzeug . ,Kinder baden in Wasser aus großen Fässern.
0,A tan and white dog jumps up with a yellow ball in its mouth., Ein  Hund springt mit einem gelben Ball in seinem Maul . ,Ein hellbraun-weißer Hund springt mit einem gelben Ball im Maul hoch.
0,A group of people in blue shirts at a sporting event., Eine Gruppe von Menschen in blauen Hemden bei einer Sportveranstaltung . ,Eine Gruppe von Menschen in blauen T-Shirts bei einer Sportveranstaltung.
0,The tennis player is wearing a yellow and blue shirt and a blue headband., Der Tennisspieler trägt ein gelbes Hemd und einem blauen Stirnband und ein blaues Stirnband . ,Der Tennisspieler trägt ein gelb-blaues T-Shirt und ein blaues Stirnband.
0,Two little girls in blue dresses laugh., Zwei kleine Mädchen in blauen Kleidern lachen . ,Zwei kleine Mädchen in blauen Kleidern lachen.
0,A little girl in a pink tutu practices dancing with scarves., Ein kleines Mädchen in einem rosa  tanzt mit  . ,Ein kleines Mädchen in einem rosafarbenen Ballettröckchen übt einen Tüchertanz.
0,Two people are running at the top of a mountain., Zwei Personen laufen auf einem Berg die Berg . ,Zwei Menschen rennen auf dem Gipfel eines Berges.
0,A group of women dances Bali style in colorful outfits and makeup., Eine Gruppe Frauen tanzt in  Kleidung und Outfits und Kleidung im Hintergrund . ,Eine Gruppe bunt gekleideter und geschminkter Frauen tanzt im balinesischen Stil.
0,A biker doing a jump in a forest., Ein Radfahrer springt in einem Wald . ,Ein Radfahrer vollführt einen Sprung in einem Wald.
0,Several people are walking beside a white fence in a foreign country., Mehrere Personen gehen neben einem weißen Zaun in einem weißen Land spazieren . ,Mehrere Menschen gehen in einem fremden Land an einem weißen Zaun entlang.
0,Woman standing on a brick wall and taking a picture, Eine Frau steht auf einer Ziegelmauer und macht ein Foto . ,Frau steht auf einer Ziegelmauer und fotografiert
0,"A woman who is wearing white shorts, yellow top and white sandals appears to be throwing a stick.", Eine Frau in weißen Shorts und einem gelben Oberteil scheint  zu und wirft einen Stock zu . ,"Eine Frau in weißen Shorts, gelbem Oberteil und weißen Sandalen scheint einen Stock zu werfen."
0,A person is riding his dirt bike., Eine Person fährt mit seinem Geländemotorrad . ,Eine Person fährt auf ihrem Geländemotorrad.
0,"A little girl of Asian descent, is sitting in a black bucket eating a marshmallow, with a big smile on her face.", Ein kleines asiatisches Mädchen asiatischer Herkunft sitzt auf einem Eimer und isst ein großes  Gesicht . ,Ein kleines Mädchen asiatischer Abstammung sitzt in einem schwarzen Eimer und isst mit einem breiten Lächeln im Gesicht ein Marshmallow.
0,Two terriers play on the wood floor of their home., Zwei  spielen auf dem Boden Holz mit  . ,Zwei Terrier spielen zu Hause auf dem Holzboden.
0,A toddler boy with a pacifier and a red shirt plays with a garden hose., Ein Kleinkind mit einem  und einem roten Hemd spielt mit einem Garten . ,Ein kleiner Junge mit einem Schnuller und einem roten T-Shirt spielt mit einem Gartenschlauch.
0,A teenage boy on a bicycle does tricks., Ein Teenager auf einem Fahrrad macht Kunststücke . ,Ein männlicher Teenager vollführt Kunststücke auf einem Fahrrad.
0,An old man wearing a black jacket is looking on the table, Ein alter Mann in einer schwarzen Jacke betrachtet den Tisch . ,Ein alter Mann in einer schwarzen Jacke blickt auf den Tisch
0,The man in the blue shirt is walking with the man in red., Der Mann im blauen Hemd geht mit dem Mann im roten Mann . ,Der Mann im blauen Hemd ist mit dem Mann in Rot unterwegs.
0,"A woman hanging from a tree, her leg wrapped in cloth."," Eine Frau hängt von einem Baum , das ihr Bein in Tuch bedeckt ist . ",Eine Frau mit einem in Stoff gewickelten Bein hängt von einem Baum herunter.
0,A young barefoot girl wearing a helmet walks down a mossy covered fallen down tree.," Ein junges barfuß ist mit Helm trägt einen Helm , das einen von Bäumen gesäumten Weg  ist . ",Ein kleines barfüßiges Mädchen mit einem Helm geht über einen mit Moos bedeckten umgefallenen Baum.
